Pair	Ctcf_E_Gm12878	Dnase_E_Gm12878	H3k27ac_E_Gm12878	H3k27me3_E_Gm12878	H3k36me3_E_Gm12878	H3k4me1_E_Gm12878	H3k4me2_E_Gm12878	H3k4me3_E_Gm12878	H3k79me2_E_Gm12878	H3k9ac_E_Gm12878	H3k9me3_E_Gm12878	H4k20me1_E_Gm12878	RAD21_E_Gm12878	TBP_E_Gm12878	Ctcf_P_Gm12878	Dnase_P_Gm12878	H3k27ac_P_Gm12878	H3k27me3_P_Gm12878	H3k36me3_P_Gm12878	H3k4me1_P_Gm12878	H3k4me2_P_Gm12878	H3k4me3_P_Gm12878	H3k79me2_P_Gm12878	H3k9ac_P_Gm12878	H3k9me3_P_Gm12878	H4k20me1_P_Gm12878	RAD21_P_Gm12878	TBP_P_Gm12878	Ctcf_W_Gm12878	Dnase_W_Gm12878	H3k27ac_W_Gm12878	H3k27me3_W_Gm12878	H3k36me3_W_Gm12878	H3k4me1_W_Gm12878	H3k4me2_W_Gm12878	H3k4me3_W_Gm12878	H3k79me2_W_Gm12878	H3k9ac_W_Gm12878	H3k9me3_W_Gm12878	H4k20me1_W_Gm12878	RAD21_W_Gm12878	TBP_W_Gm12878	Ctcf_E_K562	Dnase_E_K562	H3k27ac_E_K562	H3k27me3_E_K562	H3k36me3_E_K562	H3k4me1_E_K562	H3k4me2_E_K562	H3k4me3_E_K562	H3k79me2_E_K562	H3k9ac_E_K562	H3k9me3_E_K562	H4k20me1_E_K562	RAD21_E_K562	TBP_E_K562	Ctcf_P_K562	Dnase_P_K562	H3k27ac_P_K562	H3k27me3_P_K562	H3k36me3_P_K562	H3k4me1_P_K562	H3k4me2_P_K562	H3k4me3_P_K562	H3k79me2_P_K562	H3k9ac_P_K562	H3k9me3_P_K562	H4k20me1_P_K562	RAD21_P_K562	TBP_P_K562	Ctcf_W_K562	Dnase_W_K562	H3k27ac_W_K562	H3k27me3_W_K562	H3k36me3_W_K562	H3k4me1_W_K562	H3k4me2_W_K562	H3k4me3_W_K562	H3k79me2_W_K562	H3k9ac_W_K562	H3k9me3_W_K562	H4k20me1_W_K562	RAD21_W_K562	TBP_W_K562	Ctcf_E_Huvec	Dnase_E_Huvec	H3k27ac_E_Huvec	H3k27me3_E_Huvec	H3k36me3_E_Huvec	H3k4me1_E_Huvec	H3k4me2_E_Huvec	H3k4me3_E_Huvec	H3k79me2_E_Huvec	H3k9ac_E_Huvec	H3k9me3_E_Huvec	H4k20me1_E_Huvec	RAD21_E_Huvec	TBP_E_Huvec	Ctcf_P_Huvec	Dnase_P_Huvec	H3k27ac_P_Huvec	H3k27me3_P_Huvec	H3k36me3_P_Huvec	H3k4me1_P_Huvec	H3k4me2_P_Huvec	H3k4me3_P_Huvec	H3k79me2_P_Huvec	H3k9ac_P_Huvec	H3k9me3_P_Huvec	H4k20me1_P_Huvec	RAD21_P_Huvec	TBP_P_Huvec	Ctcf_W_Huvec	Dnase_W_Huvec	H3k27ac_W_Huvec	H3k27me3_W_Huvec	H3k36me3_W_Huvec	H3k4me1_W_Huvec	H3k4me2_W_Huvec	H3k4me3_W_Huvec	H3k79me2_W_Huvec	H3k9ac_W_Huvec	H3k9me3_W_Huvec	H4k20me1_W_Huvec	RAD21_W_Huvec	TBP_W_Huvec	Ctcf_E_Hmec	Dnase_E_Hmec	H3k27ac_E_Hmec	H3k27me3_E_Hmec	H3k36me3_E_Hmec	H3k4me1_E_Hmec	H3k4me2_E_Hmec	H3k4me3_E_Hmec	H3k79me2_E_Hmec	H3k9ac_E_Hmec	H3k9me3_E_Hmec	H4k20me1_E_Hmec	RAD21_E_Hmec	TBP_E_Hmec	Ctcf_P_Hmec	Dnase_P_Hmec	H3k27ac_P_Hmec	H3k27me3_P_Hmec	H3k36me3_P_Hmec	H3k4me1_P_Hmec	H3k4me2_P_Hmec	H3k4me3_P_Hmec	H3k79me2_P_Hmec	H3k9ac_P_Hmec	H3k9me3_P_Hmec	H4k20me1_P_Hmec	RAD21_P_Hmec	TBP_P_Hmec	Ctcf_W_Hmec	Dnase_W_Hmec	H3k27ac_W_Hmec	H3k27me3_W_Hmec	H3k36me3_W_Hmec	H3k4me1_W_Hmec	H3k4me2_W_Hmec	H3k4me3_W_Hmec	H3k79me2_W_Hmec	H3k9ac_W_Hmec	H3k9me3_W_Hmec	H4k20me1_W_Hmec	RAD21_W_Hmec	TBP_W_Hmec	Ctcf_E_Nhek	Dnase_E_Nhek	H3k27ac_E_Nhek	H3k27me3_E_Nhek	H3k36me3_E_Nhek	H3k4me1_E_Nhek	H3k4me2_E_Nhek	H3k4me3_E_Nhek	H3k79me2_E_Nhek	H3k9ac_E_Nhek	H3k9me3_E_Nhek	H4k20me1_E_Nhek	RAD21_E_Nhek	TBP_E_Nhek	Ctcf_P_Nhek	Dnase_P_Nhek	H3k27ac_P_Nhek	H3k27me3_P_Nhek	H3k36me3_P_Nhek	H3k4me1_P_Nhek	H3k4me2_P_Nhek	H3k4me3_P_Nhek	H3k79me2_P_Nhek	H3k9ac_P_Nhek	H3k9me3_P_Nhek	H4k20me1_P_Nhek	RAD21_P_Nhek	TBP_P_Nhek	Ctcf_W_Nhek	Dnase_W_Nhek	H3k27ac_W_Nhek	H3k27me3_W_Nhek	H3k36me3_W_Nhek	H3k4me1_W_Nhek	H3k4me2_W_Nhek	H3k4me3_W_Nhek	H3k79me2_W_Nhek	H3k9ac_W_Nhek	H3k9me3_W_Nhek	H4k20me1_W_Nhek	RAD21_W_Nhek	TBP_W_Nhek	Distance	Count
chr17_10005000_10010000-chr17_10645000_10650000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	0.476978	2.13223	0.506628	3.2668	0.548991	1.04855	0.806326	0.988232	0.445818	1.1862	0.969945	1.94345	1.26428	0.515696	2.19453	1.94733	1.11848	1.99782	1.43948	1.94839	1.52874	1.57421	0.882145	1.51461	1.62125	1.76272	2.35937	0.274358	0.7309	0.42602	0.375921	0.94737	1.36647	0.23882	0.356875	0.29235	0.36192	0.425675	1.01514	1.01407	3.42687	0.01	1.07384	0.771005	0.54364	1.5304	1.23595	1.1205	0.60947	0.19327	0.4872	0.302731	0.706515	0.999705	1.1009	0.519154	1.51267	0.959607	0.764155	1.20823	1.19681	0.809866	0.715754	0.75583	0.759459	0.697707	0.942822	1.14814	2.05146	0.238782	0.660752	1.13996	0.630255	0.505911	1.3997	0.318279	0.563103	0.479868	0.402702	0.361605	6.3189	1.04112	3.1282	0.01	0.660752	1.99758	0.460656	3.65531	1.20054	0.381004	0.641435	0.472061	0.230641	0.888919	0.784182	1.21302	1.00818	0.520859	1.9954	1.5556	0.88235	0.945673	1.35165	0.713116	1.0809	1.37248	0.785935	1.19409	3.32108	1.40168	1.97041	0.238251	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	635000	0.748651
chr17_10005000_10010000-chr17_10650000_10655000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.23375	2.97471	0.413672	3.37309	1.10396	0.920148	0.728425	1.10694	0.297846	0.596879	1.25832	3.0024	1.42759	0.01	2.18111	1.94877	1.1137	2.00773	1.43252	1.94136	1.5231	1.56964	0.878736	1.51204	1.61616	1.76413	2.35081	0.276244	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.660752	1.13996	0.630255	0.505911	1.3997	0.318279	0.563103	0.479868	0.402702	0.361605	6.3189	1.04112	3.1282	0.01	0.660752	3.15851	0.460566	3.70726	0.544052	0.21552	0.799045	0.479868	0.34764	0.361605	1.04777	2.20853	1.07076	0.01	1.98498	1.55906	0.879056	0.966842	1.35047	0.710521	1.07746	1.36545	0.781597	1.19171	3.30126	1.4002	1.9629	0.240459	0.59188	1.49396	1.37151	1.63723	0.588926	2.40086	1.18273	0.997242	0.282654	0.523846	5.37772	1.24635	3.49386	0.01	1.38052	0.790932	0.520821	2.73158	0.506068	0.436974	0.428027	0.611007	0.360905	0.668649	2.67216	2.15224	1.05917	0.01	1.83007	1.12304	1.09605	1.15706	1.24566	0.882233	1.05248	1.419	0.772065	1.34006	3.72044	1.33433	2.00479	0.252523	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	640000	0.960767
chr17_10005000_10010000-chr17_10655000_10660000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	4.56943	3.02612	0.470929	2.33147	0.579069	0.716723	0.631889	0.810962	0.339394	0.900876	0.538986	2.4469	6.17355	0.01	2.17376	1.95673	1.10827	2.01832	1.42997	1.93344	1.51693	1.56605	0.874233	1.50495	1.61339	1.77373	2.34366	0.27418	0.7309	0.42602	0.375921	0.94737	1.36647	0.23882	0.356875	0.29235	0.36192	0.425675	1.01514	1.01407	3.42687	0.01	3.00485	1.70185	0.45262	1.19519	1.91353	0.748685	0.258455	0.62133	0.54747	0.5413	0.83736	1.90578	5.24434	0.01	1.50093	0.956029	0.762514	1.21267	1.19864	0.808638	0.712136	0.750395	0.753909	0.691831	0.945585	1.15115	2.03654	0.239182	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.59861	2.95552	0.559398	3.38306	1.07669	4.74375	2.44239	1.76662	0.302755	1.60067	2.11	1.56517	4.08722	0.01	6.92462	3.6998	0.515377	4.64991	0.997274	2.03862	1.77929	1.27292	0.288548	1.67203	0.847588	2.08356	5.88521	0.01	2.53602	2.03972	1.40783	2.16194	1.36167	1.27946	1.37346	1.47957	0.91221	1.45564	1.88017	1.68978	2.11105	0.240934	645000	1.03453
chr17_10005000_10010000-chr17_10660000_10665000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	0.904044	1.7827	0.797301	2.46713	0.350146	1.94859	1.27118	0.943643	0.268445	1.56192	0.803525	1.69979	3.07129	0.01	2.19219	1.96495	1.10337	2.02072	1.42343	1.92408	1.51013	1.56024	0.870119	1.5003	1.60512	1.77891	2.37312	0.272148	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	650000	0.821503
chr17_10005000_10010000-chr17_10665000_10670000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.83244	1.81642	0.413575	2.11805	0.764523	0.48809	0.844979	1.06773	0.26642	1.3592	0.970057	2.19731	3.74992	0.6299	2.18236	1.96356	1.10104	2.02413	1.41524	1.92427	1.5083	1.55553	0.865526	1.50077	1.599	1.7783	2.37845	0.270146	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	655000	1.37001
chr17_10005000_10010000-chr17_10670000_10675000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.29388	2.18134	0.393629	2.08891	0.942709	1.11016	0.768129	0.45238	0.48125	0.890657	1.06795	2.45147	3.73782	0.01	2.17971	1.96245	1.09583	2.02484	1.41031	1.91339	1.50328	1.55184	0.860987	1.4997	1.59424	1.78148	2.38884	0.272872	0.7309	0.42602	0.375921	0.94737	1.36647	0.23882	0.356875	0.29235	0.36192	0.425675	1.01514	1.01407	3.42687	0.01	1.02801	0.47536	0.76189	0.89939	1.25603	0.281045	0.56797	0.982485	0.291355	0.493765	0.93846	0.94882	3.48602	0.01	1.50093	0.959043	0.759094	1.21561	1.21341	0.802452	0.704158	0.747373	0.745124	0.686273	0.944603	1.15587	2.07507	0.237838	0.660752	1.13996	0.630255	0.505911	1.3997	0.318279	0.563103	0.479868	0.402702	0.361605	6.3189	1.04112	3.1282	0.01	0.736915	1.60127	0.320167	0.997769	0.704848	0.381004	0.841341	0.742454	0.461203	0.365034	3.01371	1.90013	3.20033	0.01	1.98702	1.59879	0.865009	1.01466	1.32641	0.706289	1.06683	1.33843	0.766535	1.1738	3.23084	1.40125	1.99667	0.237307	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	660000	0.556489
chr17_10005000_10010000-chr17_10675000_10680000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	9.78812	1.98532	0.54823	2.66441	1.23199	1.54084	1.14161	1.87854	0.370784	1.51547	4.99138	1.97427	3.38154	0.623615	2.17305	1.96409	1.09055	2.02533	1.40679	1.90735	1.49775	1.54357	0.858132	1.49512	1.59028	1.78651	2.39898	0.270895	0.7309	0.42602	0.375921	0.94737	1.36647	0.23882	0.356875	0.29235	0.36192	0.425675	1.01514	1.01407	3.42687	0.01	8.62115	2.1456	0.45266	0.99751	0.623275	0.333395	0.551065	0.863405	0.36316	0.53146	1.4094	1.27064	2.84808	0.521325	1.49737	0.955407	0.759115	1.21323	1.21373	0.798532	0.703134	0.749141	0.741712	0.684826	0.944557	1.15432	2.08568	0.236125	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	665000	1.05304
chr17_10005000_10010000-chr17_10680000_10685000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.17813	1.10376	0.430844	1.95702	0.767862	0.84285	1.33057	0.924281	0.209189	1.21674	0.874224	1.33615	2.4653	0.01	2.22988	1.96425	1.0865	2.03009	1.40549	1.90461	1.49509	1.54607	0.854495	1.49527	1.61566	1.78792	2.40631	0.273528	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.660752	1.13996	0.630255	0.505911	1.3997	0.318279	0.563103	0.479868	0.402702	0.361605	6.3189	1.04112	3.1282	0.01	1.31086	1.05762	0.460636	1.07039	0.810988	0.506531	0.57019	0.650898	0.20222	0.838415	1.49337	1.05171	2.02627	0.01	2.04605	1.60075	0.857924	1.01652	1.32058	0.703415	1.06211	1.33175	0.761217	1.16438	3.22386	1.4069	2.01213	0.237728	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.59861	2.95552	0.559398	3.38306	1.07669	4.74375	2.44239	1.76662	0.302755	1.60067	2.11	1.56517	4.08722	0.01	1.04779	0.78186	0.284699	2.62136	0.721126	0.460907	0.373308	1.51517	0.332053	0.463363	0.791931	1.94843	2.12755	0.01	2.71343	2.05999	1.37216	2.1986	1.34896	1.25987	1.35776	1.47153	0.888587	1.4412	1.85583	1.70186	2.17137	0.240099	670000	0.727749
chr17_10005000_10010000-chr17_10685000_10690000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.33702	1.54528	0.336372	2.97456	0.821261	1.43631	0.579049	0.993735	0.321627	1.07732	1.4501	1.69799	3.0811	0.688271	2.22209	1.95788	1.08164	2.02955	1.40076	1.89675	1.49387	1.54147	0.849715	1.49321	1.61017	1.78457	2.40675	0.271576	0.7309	0.42602	0.375921	0.94737	1.36647	0.23882	0.356875	0.29235	0.36192	0.425675	1.01514	1.01407	3.42687	0.01	0.740805	0.77231	0.594175	1.63291	1.80231	0.60446	0.773445	0.555795	0.572185	0.384695	1.44665	1.24806	2.72829	0.521759	1.54326	0.95957	0.75655	1.2083	1.2066	0.793595	0.701314	0.749001	0.736593	0.681879	0.947003	1.15243	2.09131	0.236562	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.59188	1.49396	1.37151	1.63723	0.588926	2.40086	1.18273	0.997242	0.282654	0.523846	5.37772	1.24635	3.49386	0.01	1.00292	0.619631	0.295616	1.02702	0.739825	0.515329	0.535816	0.912506	0.241594	0.942019	4.61127	1.12192	2.63474	0.621196	1.84813	1.10611	1.07333	1.17638	1.22229	0.862592	1.02808	1.39028	0.748555	1.31797	3.71963	1.33523	2.04798	0.248306	1.59861	2.95552	0.559398	3.38306	1.07669	4.74375	2.44239	1.76662	0.302755	1.60067	2.11	1.56517	4.08722	0.01	1.10331	1.74817	0.641595	2.95303	0.98666	1.13721	0.887004	1.51568	0.404251	0.477652	1.02756	1.44319	2.90628	0.547112	2.70109	2.05053	1.36411	2.20173	1.34431	1.25395	1.35046	1.47185	0.884465	1.43396	1.84795	1.70369	2.17105	0.238394	675000	0.474558
chr17_10005000_10010000-chr17_10690000_10695000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.03589	2.33758	0.3965	3.15238	1.08352	1.18182	0.715289	0.742087	0.299753	1.10373	1.02713	2.43454	3.99802	0.01	2.21558	1.95484	1.07616	2.0365	1.3965	1.89336	1.48715	1.53744	0.845832	1.49015	1.60899	1.78393	2.41171	0.27464	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.660752	1.13996	0.630255	0.505911	1.3997	0.318279	0.563103	0.479868	0.402702	0.361605	6.3189	1.04112	3.1282	0.01	1.23945	1.55503	0.190263	1.29831	0.722068	0.729318	0.427509	0.949738	0.319198	1.06482	2.0433	1.65889	3.36512	0.01	2.03046	1.59158	0.85407	1.02446	1.31308	0.699596	1.05517	1.3204	0.753844	1.15959	3.20142	1.40538	2.01653	0.238085	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	680000	0.865154
chr17_10005000_10010000-chr17_10695000_10700000	1.1938	1.82383	0.951831	2.487	0.855212	1.64873	0.464846	1.39138	0.562319	0.933458	2.30824	1.48918	4.03348	0.01	1.27688	2.58872	0.662744	2.64257	1.13464	1.98589	1.00538	1.37018	0.195553	0.773816	0.954399	2.82003	3.00554	0.01	2.20697	1.95764	1.0712	2.04465	1.39422	1.88817	1.48151	1.53163	0.841846	1.48733	1.60475	1.78868	2.42329	0.272708	0.7309	0.42602	0.375921	0.94737	1.36647	0.23882	0.356875	0.29235	0.36192	0.425675	1.01514	1.01407	3.42687	0.01	0.95652	1.17986	1.1489	1.54179	2.4077	0.79841	1.07867	1.97039	0.442355	0.27568	0.83247	1.5774	2.83239	0.01	1.53189	0.963917	0.758038	1.21314	1.21132	0.790143	0.702201	0.747949	0.73293	0.677458	0.950138	1.15577	2.10515	0.23699	0.660752	1.13996	0.630255	0.505911	1.3997	0.318279	0.563103	0.479868	0.402702	0.361605	6.3189	1.04112	3.1282	0.01	0.4711	2.1744	0.190263	0.767795	2.31119	0.523798	0.69787	0.479868	0.285759	0.365034	2.79147	1.55653	2.74827	0.01	2.02468	1.59132	0.849224	1.02646	1.30877	0.699813	1.05059	1.31769	0.750672	1.1589	3.19297	1.40723	2.02637	0.23642	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	685000	0.75952
